iso2,year,m_04,m_514,m_014,m_1524,m_2534,m_3544,m_4554,m_5564,m_65,f_04,f_514,f_014,f_1524,f_2534,f_3544,f_4554,f_5564,f_65
IS,2031,11077,23942,35019,24907,23243,27494,29674,26132,38351,10444,22587,33031,23563,22193,24709,24289,21679,39092
IS,2032,10996,23714,34710,24976,23229,27081,29630,26499,39303,10368,22371,32739,23613,22172,24588,24387,21842,39928
IS,2033,10932,23479,34411,24988,23322,26647,29520,26893,40213,10307,22147,32454,23617,22234,24423,24453,22046,40721
IS,2034,10884,23241,34125,24961,23487,26186,29362,27287,41112,10262,21922,32184,23583,22354,24208,24507,22274,41485
IS,2035,10852,23007,33859,24904,23692,25704,29174,27654,42015,10231,21700,31931,23522,22511,23940,24560,22511,42238
IS,2036,10836,22779,33615,24818,23933,25196,28960,27989,42928,10215,21485,31700,23434,22703,23614,24617,22757,42976
IS,2037,10835,22561,33396,24702,24209,24676,28718,28291,43847,10214,21279,31493,23318,22926,23241,24669,23009,43702
IS,2038,10847,22360,33207,24557,24490,24189,28445,28547,44766,10224,21089,31313,23175,23158,22868,24706,23256,44413
IS,2039,10868,22184,33052,24387,24743,23788,28136,28740,45682,10243,20923,31166,23010,23367,22548,24710,23480,45116
IS,2040,10895,22038,32933,24195,24944,23512,27787,28863,46587,10269,20784,31053,22825,23530,22323,24670,23667,45805
IS,2041,10926,21924,32850,23984,25080,23374,27401,28911,47481,10298,20676,30974,22623,23637,22207,24581,23815,46486
IS,2042,10959,21843,32802,23760,25152,23364,26985,28885,48362,10330,20598,30928,22409,23690,22193,24446,23925,47161
IS,2043,10992,21791,32783,23526,25169,23455,26545,28794,49235,10361,20548,30909,22187,23694,22257,24271,24004,47828
IS,2044,11023,21764,32787,23288,25139,23619,26095,28646,50093,10391,20522,30913,21961,23659,22375,24064,24059,48490
IS,2045,11050,21760,32810,23051,25075,23826,25640,28453,50937,10417,20517,30934,21737,23596,22524,23830,24100,49145
IS,2046,11070,21774,32844,22821,24984,24057,25189,28224,51764,10436,20530,30966,21519,23509,22689,23573,24132,49794
IS,2047,11079,21803,32882,22604,24869,24297,24745,27969,52567,10444,20556,31000,21313,23400,22865,23290,24159,50433
IS,2048,11074,21846,32920,22405,24731,24545,24313,27700,53336,10438,20596,31034,21125,23267,23055,22978,24187,51067
IS,2049,11048,21897,32945,22230,24568,24802,23892,27425,54060,10413,20646,31059,20959,23105,23275,22631,24214,51685
IS,2050,10996,21958,32954,22085,24373,25083,23483,27154,54725,10363,20704,31067,20824,22903,23545,22234,24242,52291
IT,1950,2237259,4073152,6310411,4002984,3120091,3256338,2434610,1738272,1708773,2132190,3935560,6067750,4004200,3357410,3452760,2719530,2150850,2042790
IT,1951,2165277,4091724,6257002,4023285,3336316,3116607,2522473,1773038,1750638,2065926,3952223,6018149,4028245,3566116,3303975,2773616,2208091,2111359
IT,1952,2117581,4094372,6211954,4029531,3504548,3028271,2599567,1805030,1786595,2021981,3953773,5975754,4037508,3728758,3215941,2823771,2250813,2179227
IT,1953,2086818,4093281,6180099,4019483,3625559,2972663,2675967,1837148,1818812,1993441,3950964,5944405,4031415,3845635,3167367,2880056,2284585,2246709
IT,1954,2067455,4096780,6164235,3992941,3702112,2936208,2757392,1871733,1848995,1975136,3951211,5926347,4010690,3919083,3142373,2947940,2314043,2314051
IT,1955,2055775,4109349,6165124,3951747,3738957,2910416,2845212,1910557,1878402,1963640,3958602,5922242,3977365,3953480,3130477,3028298,2342882,2381450
IT,1956,2049973,4131399,6181373,3899922,3742980,2892161,2936162,1954821,1907810,1957367,3973703,5931070,3934863,3955387,3126892,3117110,2373841,2449026
IT,1957,2050063,4159492,6209555,3843526,3723054,2883404,3022626,2005159,1937535,1956476,3993750,5950226,3887912,3933402,3132231,3205765,2408724,2516847
IT,1958,2057583,4186976,6244559,3790237,3689609,2890368,3093485,2061670,1967509,1962587,4013198,5975785,3842252,3897726,3151677,3281952,2448459,2584921
IT,1959,2075116,4205057,6280173,3748633,3653896,2922163,3135533,2123965,1997381,1978315,4024637,6002952,3804161,3859429,3193571,3331156,2493217,2653235
IT,1960,2104836,4206002,6310838,3726072,3625823,2986656,3137718,2191310,2026840,2005862,4021561,6027423,3779018,3828264,3265213,3341132,2542732,2721809
IT,1961,2146963,4186554,6333517,3726421,3611618,3086070,3095674,2262783,2055975,2045514,4001306,6046821,3769774,3810327,3368370,3306683,2596658,2790761
IT,1962,2198406,4150925,6349332,3748068,3611805,3213127,3015678,2337409,2085567,2094327,3967626,6061953,3775610,3806016,3495350,3233839,2654871,2860369
IT,1963,2252185,4112075,6364261,3783076,3620331,3349402,2916348,2414212,2117231,2145566,3931801,6077367,3791367,3809157,3627323,3141649,2717600,2931101
IT,1964,2299074,4088084,6387158,3819589,3627032,3469998,2823838,2492057,2153037,2190297,3909502,6099800,3809171,3809477,3739084,3057101,2785058,3003519
IT,1965,2332438,4091471,6423908,3848925,3624895,3557308,2757682,2569168,2194429,2222084,3911601,6133685,3823211,3799917,3813079,3000206,2856345,3078111
IT,1966,2348833,4126508,6475342,3869623,3612585,3603463,2721922,2648072,2241890,2237674,3941675,6179349,3833073,3779105,3840810,2975053,2934721,3154915
IT,1967,2349733,4187828,6537561,3884348,3594145,3613927,2712717,2726529,2294899,2238486,3995113,6233599,3840585,3751164,3828438,2977077,3017600,3234022
IT,1968,2339472,4266364,6605835,3893586,3574230,3600886,2731746,2792550,2352590,2228503,4064422,6292926,3844949,3720960,3791165,3006752,3091416,3316001
IT,1969,2324901,4348504,6673406,3898903,3559508,3583133,2778777,2830355,2413604,2214063,4138289,6352352,3845638,3695465,3751842,3062257,3138105,3401524
IT,1970,2310769,4423781,6734551,3902021,3554742,3574309,2851982,2830113,2476774,2199580,4207882,6407462,3842897,3679701,3726949,3140613,3146156,3490986
IT,1971,2298988,4489272,6788260,3901434,3561179,3578540,2955392,2786342,2541047,2186790,4270843,6457633,3834819,3674877,3721831,3245525,3109390,3583372
IT,1972,2287272,4546218,6833489,3897909,3577138,3591378,3085830,2706361,2606021,2173609,4327834,6501443,3822816,3679369,3731079,3374105,3035528,3678028
IT,1973,2271265,4593186,6864451,3898276,3600839,3607797,3225099,2609049,2671830,2156174,4376528,6532702,3814486,3691865,3747637,3508396,2944184,3775947
IT,1974,2244683,4629607,6874290,3911608,3629351,3619606,3348731,2520839,2738888,2128898,4414964,6543862,3820056,3710031,3760206,3624430,2863000,3878514
IT,1975,2203425,4654801,6858226,3944010,3660282,3621355,3439414,2461248,2806942,2088158,4441469,6529626,3846409,3731839,3761011,3705381,2812266,3985898
IT,1976,2146295,4667662,6813957,3997405,3694268,3611391,3489241,2434944,2878191,2032904,4454690,6487594,3895828,3758304,3748048,3743280,2796654,4101393
IT,1977,2076094,4666663,6742758,4068697,3731515,3593374,3503464,2437493,2951170,1965717,4453501,6419219,3964774,3789395,3725580,3743585,2811034,4222776
IT,1978,1997648,4650470,6648118,4152585,3768712,3573433,3494181,2467877,3017771,1891088,4436979,6328067,4046957,3820804,3699505,3719506,2853605,4338300
IT,1979,1917770,4617776,6535546,4241246,3801620,3560133,3480076,2522254,3067181,1815324,4404472,6219796,4133158,3846898,3678322,3691150,2919461,4432184
IT,1980,1841724,4567868,6409592,4328240,3827698,3559455,3474676,2596399,3092821,1743295,4355737,6099032,4215980,3864198,3668084,3673087,3003487,4494528
IT,1981,1771086,4501269,6272355,4411811,3844379,3573479,3482103,2693073,3089977,1676500,4291292,5967792,4293341,3869748,3670495,3669921,3108493,4518766
IT,1982,1705508,4418917,6124425,4491270,3853646,3599832,3497848,2810347,3064032,1614619,4211886,5826505,4365023,3866026,3683370,3676970,3232444,4511947
IT,1983,1645989,4321326,5967315,4562404,3863036,3634542,3516651,2933239,3030856,1558481,4118099,5676580,4427652,3861595,3704096,3688538,3359172,4494408
IT,1984,1593108,4209233,5802341,4620548,3883029,3671572,3530036,3041905,3012496,1508485,4010716,5519201,4477784,3868416,3728489,3695397,3467373,4494618
IT,1985,1547241,4084123,5631365,4662081,3920756,3706323,3532350,3122376,3024529,1464888,3891192,5356080,4512723,3894708,3753262,3691324,3542207,4532668
IT,1986,1508967,3946126,5455093,4685273,3978371,3738836,3521962,3167901,3072739,1428195,3759775,5187970,4530860,3942944,3778978,3674690,3576234,4615654
IT,1987,1478479,3798064,5276543,4689643,4052306,3770118,3502626,3182754,3151761,1398625,3619104,5017729,4531534,4009290,3806236,3649435,3574456,4736380
IT,1988,1455097,3647481,5102578,4674629,4136821,3797776,3480444,3177654,3252284,1375625,3476012,4851637,4514434,4087795,3831872,3621499,3549921,4883037
IT,1989,1437704,3504033,4941738,4640273,4223457,3819054,3463966,3169017,3359866,1358268,3339203,4697471,4479834,4169579,3851925,3599253,3522287,5037330
IT,1990,1425224,3374950,4800174,4587017,4305478,3832622,3459251,3168739,3463672,1345643,3215247,4560890,4428254,4247584,3864162,3588656,3505790,5185428
IT,1991,1418004,3263266,4681270,4515491,4381635,3836695,3468392,3180564,3561734,1338088,3106846,4444934,4360460,4320373,3866447,3591625,3505101,5325045
IT,1992,1415645,3168366,4584011,4426780,4452045,3833412,3489282,3200627,3656691,1335222,3013593,4348815,4277289,4388122,3861110,3606131,3515753,5459206
IT,1993,1415431,3089185,4504616,4322701,4512978,3830257,3518607,3224235,3747752,1334546,2934953,4269499,4179751,4447263,3855887,3629327,3532014,5585679
IT,1994,1413857,3023079,4436936,4205601,4560333,3837438,3551175,3243806,3834993,1332826,2869091,4201917,4069102,4493953,3861437,3656674,3544596,5702952
IT,1995,1408597,2967884,4376481,4078187,4591348,3862281,3583047,3254281,3918691,1327917,2814422,4142339,3947201,4525488,3885308,3684667,3547213,5810311
IT,1996,1397937,2923877,4321814,3940942,4603503,3906435,3614598,3254113,3997118,1318219,2771416,4089635,3814350,4539576,3929320,3713810,3538145,5905188
IT,1997,1382929,2891477,4274406,3796633,4597440,3967604,3646881,3246628,4070047,1304697,2740288,4044985,3673357,4536443,3990740,3744900,3521252,5987927
IT,1998,1367398,2868605,4236003,3653042,4577578,4044099,3677523,3237389,4141219,1290904,2718663,4009567,3531671,4519158,4066781,3775133,3502403,6064495
IT,1999,1356838,2852550,4209388,3519935,4550467,4132761,3703675,3234198,4215895,1281935,2703384,3985319,3398737,4492475,4152818,3801037,3489902,6143342
IT,2000,1355009,2841176,4196185,3404458,4520749,4230422,3723973,3242521,4297625,1281264,2692007,3973271,3281543,4459815,4244679,3820753,3489598,6230378
IT,2001,1362937,2833514,4196451,3309757,4490699,4336568,3736112,3264203,4388374,1289848,2683492,3973340,3182979,4422933,4341493,3831814,3503303,6328316
IT,2002,1378734,2829384,4208118,3234772,4458733,4449458,3742290,3297118,4486411,1305885,2677843,3983728,3102194,4380776,4441954,3836413,3528799,6434964
IT,2003,1399649,2828411,4228060,3177038,4421101,4562923,3751133,3337852,4587114,1326686,2674943,4001629,3037618,4330724,4540698,3843024,3562938,6545402
IT,2004,1421618,2830481,4252099,3132050,4372196,4669205,3774400,3381187,4683845,1348299,2675043,4023342,2985989,4268851,4631170,3863273,3600822,6652278
IT,2005,1441431,2835446,4276877,3096162,4308448,4762144,3820173,3423117,4772069,1367612,2678273,4045885,2944567,4192869,4708168,3905128,3638630,6750518
IT,2006,1458624,2842220,4300844,3069274,4229115,4839334,3890948,3463949,4849479,1384151,2683632,4067783,2913594,4102358,4769487,3971034,3676789,6837924
IT,2007,1473367,2850220,4323587,3051725,4137121,4900134,3983093,3504559,4918117,1398094,2690494,4088588,2893212,4000059,4814469,4057287,3715976,6916808
IT,2008,1483854,2860406,4344261,3040633,4037074,4942492,4090840,3542297,4983039,1407782,2699803,4107585,2880245,3890748,4841568,4157989,3752996,6991940
IT,2009,1488074,2874255,4362329,3032459,3935367,4964799,4205514,3573981,5051547,1411396,2712981,4124377,2870643,3780875,4849722,4264325,3783917,7070270
IT,2010,1484757,2892434,4377191,3024563,3837030,4966096,4320075,3598020,5128610,1407799,2730652,4138451,2861386,3675513,4838362,4369188,3806579,7156500
IT,2011,1473069,2915349,4388418,3015592,3743530,4945923,4432491,3612067,5216564,1396216,2753248,4149464,2851083,3576256,4807325,4470557,3818394,7252843
IT,2012,1453693,2941386,4395079,3005694,3654882,4904712,4542366,3618417,5312966,1377292,2779185,4156477,2840029,3483188,4757022,4568167,3821708,7356904
IT,2013,1428861,2966727,4395588,2995656,3572865,4843893,4646091,3625804,5412247,1353179,2804615,4157794,2829023,3397959,4688544,4658639,3825349,7463258
IT,2014,1401793,2986301,4388094,2987022,3499095,4765655,4739852,3646162,5506387,1326965,2824423,4151388,2819650,3321968,4603534,4738469,3841461,7564111
IT,2015,1375022,2996409,4371431,2980958,3434651,4672417,4820499,3687768,5589847,1301082,2834877,4135959,2813099,3256099,4504010,4804800,3878455,7654080
IT,2016,1349223,2996015,4345238,2976755,3380784,4564914,4886302,3753171,5661153,1276184,2834912,4111097,2808645,3201594,4390610,4855949,3938893,7731786
IT,2017,1324329,2985954,4310283,2973836,3337449,4445281,4936105,3838918,5722924,1252215,2825375,4077590,2805665,3158347,4265584,4890910,4019164,7799777
IT,2018,1301245,2966816,4268061,2973644,3302673,4319201,4968286,3939728,5778748,1230038,2806909,4036947,2805565,3124075,4134653,4908556,4113758,7861463
IT,2019,1280822,2939905,4220727,2978119,3273483,4193751,4981464,4047543,5834001,1210462,2780894,3991356,2810236,3095410,4004988,4908115,4214311,7921963
IT,2020,1263670,2906541,4170211,2988264,3247648,4074504,4974872,4155808,5892952,1194062,2748695,3942757,2820644,3069838,3882215,4889256,4314064,7985395
IT,2021,1250382,2866706,4117088,3004779,3224559,3963760,4948391,4262708,5956281,1181409,2710306,3891715,2837476,3046600,3768594,4852116,4411183,8052296
IT,2022,1241027,2821042,4062069,3026105,3204679,3862010,4902704,4367888,6023815,1172564,2666318,3838882,2859176,3026196,3664525,4797293,4505434,8122647
IT,2023,1234970,2772463,4007433,3048200,3188123,3770615,4839163,4467821,6097955,1166894,2619547,3786441,2881680,3008878,3571326,4725791,4593417,8199336
IT,2024,1231179,2724702,3955881,3065592,3175306,3690360,4759732,4558713,6181380,1163380,2573595,3736975,2899502,2995294,3489732,4639031,4671532,8285705
IT,2025,1228870,2680642,3909512,3074254,3166499,3621626,4666614,4637427,6275863,1161249,2531244,3692493,2908610,2985882,3420065,4538820,4736834,8383980
IT,2026,1227825,2641485,3869310,3073125,3160875,3565691,4560589,4702309,6382304,1160282,2493658,3653940,2907913,2979833,3363591,4425838,4787680,8495302
IT,2027,1228191,2607267,3835458,3063060,3157936,3522519,4443736,4752252,6500035,1160623,2460869,3621492,2898276,2976585,3320212,4302300,4823083,8618785
IT,2028,1229954,2578212,3808166,3044403,3158624,3489366,4321261,4785541,6627165,1162266,2433081,3595347,2880127,2977079,3287016,4173544,4841784,8751959
IT,2029,1233185,2554119,3787304,3018161,3164304,3462274,4199617,4800650,6760841,1165288,2410075,3575363,2854589,2982664,3259833,4046237,4842834,8891137
IT,2030,1237873,2534790,3772663,2985426,3175540,3438274,4083903,4796694,6898619,1169690,2391641,3561331,2822827,2993895,3235545,3925627,4825758,9033294
IT,2031,1243871,2520560,3764431,2946055,3192754,3416392,3976220,4773483,7039237,1175331,2378101,3553432,2784725,3011211,3213097,3813807,4790618,9176956
IT,2032,1250903,2511617,3762520,2900685,3214358,3397127,3877085,4731686,7182052,1181947,2369632,3551579,2740868,3033030,3193020,3711205,4738010,9321710
IT,2033,1258676,2507326,3766002,2852270,3236437,3380750,3787917,4672649,7325844,1189261,2365609,3554870,2694111,3055397,3175690,3619192,4668952,9466726
IT,2034,1266841,2506760,3773601,2804646,3253786,3368024,3709649,4598349,7469412,1196943,2365116,3562059,2648156,3073051,3162034,3538641,4584923,9611392
IT,2035,1275082,2509148,3784230,2760771,3262572,3359467,3642773,4510963,7611357,1204698,2367396,3572094,2605849,3082124,3152691,3469973,4487751,9754739
IT,2036,1283263,2514121,3797384,2721832,3261716,3354228,3588536,4411243,7750891,1212396,2372089,3584485,2568345,3081506,3146829,3414433,4378099,9896049
IT,2037,1291212,2521538,3812750,2687813,3251962,3351657,3546833,4301146,7886256,1219875,2379065,3598940,2535632,3071962,3143760,3371865,4258106,10033419
IT,2038,1298543,2531090,3829633,2658942,3233650,3352688,3514955,4185640,8013932,1226772,2388038,3614810,2507913,3053919,3144424,3339374,4132985,10163290
IT,2039,1304810,2542500,3847310,2635017,3207782,3358667,3489000,4070884,8129673,1232669,2398761,3631430,2484969,3028495,3150164,3312825,4009257,10281311
IT,2040,1309690,2555442,3865132,2615844,3175444,3370149,3466038,3961744,8230272,1237259,2410933,3648192,2466592,2996855,3161526,3289120,3892047,10384182
IT,2041,1313034,2569515,3882549,2601382,3137614,3386491,3444858,3860956,8314199,1240404,2424181,3664585,2452733,2959988,3177860,3266983,3784184,10470284
IT,2042,1314853,2584253,3899106,2591696,3095226,3405995,3425698,3769423,8381359,1242114,2438062,3680176,2443448,2918783,3197459,3246679,3686514,10539471
IT,2043,1315265,2599149,3914414,2586828,3049335,3426244,3409643,3686899,8432604,1242499,2452089,3694588,2438777,2874214,3217895,3229375,3598657,10592521
IT,2044,1314438,2613675,3928113,2586664,3001301,3444489,3397932,3612799,8469163,1241718,2465760,3707478,2438610,2827547,3236399,3216415,3519867,10630582
IT,2045,1312543,2627309,3939852,2590798,2952959,3458010,3391300,3546928,8492099,1239932,2478579,3718511,2442550,2780533,3250228,3208626,3449839,10654592
IT,2046,1309729,2639540,3949269,2598494,2906681,3464234,3389768,3489737,8502135,1237281,2490066,3727347,2449877,2735477,3256775,3206098,3388977,10665104
IT,2047,1306118,2649875,3955993,2608656,2865408,3460812,3392508,3442471,8499544,1233880,2499765,3733645,2459517,2695274,3253648,3208040,3338559,10662173
IT,2048,1301800,2657841,3959641,2619818,2832658,3445636,3397805,3407212,8484116,1229813,2507239,3737052,2470037,2663424,3238692,3212741,3300784,10645325
IT,2049,1296833,2662977,3959810,2630159,2812523,3416824,3403093,3386838,8455188,1225136,2512075,3737211,2479650,2644015,3209962,3217608,3278726,10613583
IT,2050,1291249,2664844,3956093,2637496,2809663,3372712,3404962,3385021,8411653,1219879,2513882,3733761,2486219,2641729,3165727,3219174,3276328,10565473
JM,1950,94800,158500,253300,131500,99400,85200,60500,30500,22098,93900,158300,252200,131800,114000,91800,62000,36600,31998
JM,1951,96688,162782,259470,135978,100849,86887,62938,32697,23162,95705,160984,256689,131545,113310,96030,65978,38313,32841
JM,1952,99700,165167,264867,139842,101559,87910,64906,34740,24239,98773,163294,262067,133156,113020,98844,68880,39961,34056
JM,1953,103699,167042,270741,142330,101620,88296,66546,36442,25145,102800,165670,268470,135543,113038,100369,70930,41352,35335
JM,1954,108527,169393,277920,143016,101132,88100,67959,37700,25773,107519,168436,275955,137920,113265,100762,72319,42373,36482
JM,1955,114000,172800,286800,141800,100200,87400,69200,38500,26104,112700,171800,284500,139800,113600,100200,73200,43000,37401
JM,1956,119907,177425,297332,138935,98938,86309,70283,38920,26203,118152,175847,293999,141011,113934,98892,73692,43298,38097
JM,1957,126012,183025,309037,135007,97464,84963,71178,39130,26216,123718,180549,304267,141682,114151,97070,73876,43415,38689
JM,1958,132062,189019,321081,130871,95904,83521,71819,39364,26359,129276,185775,315051,142200,114137,94982,73805,43569,39373
JM,1959,137801,194590,332391,127561,94382,82151,72116,39906,26885,134732,191323,326055,143132,113781,92885,73505,44023,40402
JM,1960,143000,199000,342000,126000,93000,81000,72000,41000,28016,140000,197000,337000,145000,113000,91000,73000,45000,42002
JM,1961,147505,201927,349432,126685,91832,80155,71449,42763,29854,144989,202705,347694,148044,111756,89474,72332,46611,44269
JM,1962,151264,203754,355018,129424,90902,79616,70538,45113,32317,149582,208510,358092,152010,110080,88346,71583,48775,47092
JM,1963,154345,205699,360044,133215,90182,79283,69440,47728,35101,153632,214690,368322,156062,108075,87530,70878,51190,50118
JM,1964,156895,209455,366350,136577,89603,78991,68393,50149,37771,156980,221626,378606,159031,105898,86862,70367,53423,52848
JM,1965,159015,216148,375163,138513,89115,78622,67576,52045,40017,159514,229547,389061,160175,103688,86217,70155,55164,54935
JM,1966,160746,226198,386944,138551,88824,78187,67044,53299,41752,161199,238473,399672,159039,101508,85606,70296,56294,56260
JM,1967,162029,238955,400984,137232,88771,77738,66766,54020,43080,162055,248147,410202,156126,99413,85088,70760,56920,56961
JM,1968,162754,253151,415905,135789,88766,77243,66708,54379,44113,162103,258151,420254,152799,97534,84654,71455,57232,57266
JM,1969,162770,266959,429729,135977,88553,76666,66805,54643,45038,161394,267927,429321,150978,96018,84292,72238,57524,57526
JM,1970,162000,279000,441000,139000,88000,76000,67000,55000,46003,160000,277000,437000,152000,95000,84000,73000,58000,58001
JM,1971,160436,288981,449417,145333,86911,75191,67319,55512,46993,157935,285366,443301,156373,94476,83767,73736,58734,58727
JM,1972,158212,297121,455333,154411,85489,74295,67766,56105,47988,155292,292955,448247,163571,94504,83604,74458,59637,59650
JM,1973,155570,303190,458760,165134,84497,73551,68240,56685,49124,152329,299164,451493,172633,95342,83547,75075,60565,60842
JM,1974,152832,307053,459885,175884,84964,73282,68609,57106,50578,149374,303261,452635,182107,97312,83647,75480,61308,62378
JM,1975,150264,308692,458956,185491,87579,73704,68784,57270,52452,146689,304793,451482,190919,100604,83941,75607,61720,64293
JM,1976,147875,307861,455736,193468,92657,74935,68712,57155,54821,144328,303442,447770,198696,105356,84453,75399,61758,66654
JM,1977,145691,304712,450403,200131,99840,76876,68440,56824,57609,142303,299536,441839,205693,111409,85178,74899,61501,69414
JM,1978,143995,300148,444143,206059,108309,79257,68108,56382,60586,140774,294090,434864,212209,118284,86087,74273,61075,72350
JM,1979,143132,295406,438538,212182,116886,81690,67914,55972,63428,139911,288528,428439,218769,125311,87137,73751,60663,75153
JM,1980,143300,291400,434700,219100,124700,83900,68000,55700,65901,139800,283900,423700,225700,132000,88300,73500,60400,77598
JM,1981,144704,288523,433227,227073,131472,85803,68427,55593,67932,140572,280593,421165,233123,138139,89579,73598,60307,79579
JM,1982,147176,286602,433778,235652,137400,87501,69149,55630,69576,142124,278389,420513,240704,143825,91006,73994,60355,81165
JM,1983,150080,285289,435369,243888,142657,89124,70066,55825,70894,144023,276989,421012,247780,149254,92622,74567,60563,82509
JM,1984,152531,283987,436518,250466,147588,90878,71028,56175,71985,145673,275851,421524,253455,154758,94482,75127,60944,83857
JM,1985,153906,282281,436187,254492,152445,92920,71932,56676,72932,146647,274590,421237,257121,160557,96632,75550,61494,85378
JM,1986,153947,280093,434040,255598,157203,95251,72737,57354,73741,146771,273162,419933,258527,166666,99062,75791,62266,87147
JM,1987,152873,277672,430545,254202,161734,97833,73498,58198,74410,146178,271769,417947,257952,172922,101781,75920,63233,89084
JM,1988,151128,275328,426456,251144,166060,100739,74314,59113,74994,145124,270540,415664,255977,179163,104874,76077,64223,91000
JM,1989,149389,273493,422882,247666,170207,104050,75330,59973,75574,144012,269675,413687,253459,185164,108452,76450,64993,92625
JM,1990,148143,272468,420611,244685,174185,107808,76646,60689,76209,143133,269301,412434,251046,190747,112577,77177,65387,93786
JM,1991,147494,272358,419852,242502,177976,112068,78320,61229,76904,142539,269476,412015,248931,195848,117283,78341,65318,94411
JM,1992,147267,273034,420301,240915,181545,116774,80311,61635,77660,142123,270121,412244,247015,200459,122507,79902,64875,94608
JM,1993,147332,274283,421615,239741,184868,121726,82506,61983,78546,141832,271061,412893,245295,204521,128094,81723,64288,94607
JM,1994,147468,275779,423247,238619,187910,126648,84735,62386,79629,141569,272053,413622,243686,207988,133833,83606,63881,94724
JM,1995,147498,277278,424776,237305,190623,131341,86892,62930,80950,141252,272926,414178,242140,210819,139562,85424,63889,95195
JM,1996,147459,278641,426100,235831,193092,135634,88913,63626,82562,140911,273518,414429,240742,213029,145156,87107,64411,96063
JM,1997,147381,279898,427279,234397,195270,139565,90867,64467,84422,140556,273871,414427,239600,214605,150606,88756,65373,97271
JM,1998,147073,281167,428240,233119,196827,143394,92939,65496,86327,140062,274263,414325,238697,215457,156000,90624,66630,98805
JM,1999,146289,282639,428928,232154,197329,147501,95385,66761,88009,139268,275092,414360,237991,215479,161482,93062,67955,100631
JM,2000,144882,284409,429291,231635,196512,152106,98381,68290,89284,138075,276591,414666,237471,214626,167116,96311,69193,102695
JM,2001,142736,286584,429320,231506,194269,157348,101961,70118,90081,136420,278935,415355,237068,212888,172947,100428,70306,105055
JM,2002,139969,288979,428948,231779,190843,162983,106035,72225,90479,134377,281875,416252,236841,210396,178807,105303,71376,107671
JM,2003,136951,291052,428003,232731,186754,168393,110497,74518,90626,132147,284706,416853,237056,207427,184293,110808,72520,110289
JM,2004,134203,292074,426277,234711,182726,172737,115187,76867,90746,130013,286464,416477,238064,204348,188870,116744,73903,112570
JM,2005,132093,291557,423650,237913,179322,175420,119966,79182,91005,128181,286484,414665,240078,201458,192157,122934,75649,114280
JM,2006,130762,289296,420058,242436,176688,176274,124781,81434,91441,126719,284521,411240,243157,198858,194048,129311,77797,115320
JM,2007,130089,285533,415622,248037,174801,175515,129589,83659,92034,125575,280857,406432,247104,196586,194661,135823,80323,115798
JM,2008,129869,280783,410652,254152,173830,173419,134261,85900,92810,124693,275996,400689,251554,194792,194133,142321,83209,115942
JM,2009,129776,275795,405571,260003,173925,170428,138647,88230,93797,123968,270702,394670,256004,193624,192699,148636,86419,116108
JM,2010,129571,271142,400713,264990,175169,166923,142624,90706,95008,123321,265558,388879,260038,193189,190575,154618,89924,116553
JM,2011,129191,266962,396153,268977,177628,162982,146139,93293,96482,122737,260687,383424,263601,193528,187802,160203,93681,117364
JM,2012,128705,263170,391875,272006,181244,158664,149145,95979,98228,122233,256019,378252,266659,194629,184451,165317,97699,118503
JM,2013,128152,259849,388001,273888,185790,154314,151532,98869,100175,121790,251721,373511,268871,196464,180816,169779,102056,119942
JM,2014,127612,257029,384641,274460,190946,150341,153182,102098,102228,121390,247948,369338,269837,198971,177256,173387,106862,121624
JM,2015,127135,254723,381858,273648,196429,147069,154016,105738,104320,121012,244801,365813,269304,202069,174059,176000,112167,123507
JM,2016,126722,253005,379727,271333,202135,144630,154041,109816,106429,120647,242385,363032,267123,205710,171355,177580,117969,125613
JM,2017,126324,251874,378198,267633,207973,143065,153300,114227,108595,120270,240688,360958,263448,209788,169182,178173,124150,128005
JM,2018,125880,251146,377026,263037,213679,142472,151811,118740,110891,119832,239528,359360,258726,214072,167615,177831,130488,130732
JM,2019,125308,250570,375878,258212,218952,142920,149604,123047,113429,119269,238632,357901,253596,218276,166700,176654,136697,133862
JM,2020,124550,249944,374494,253672,223545,144433,146753,126902,116284,118538,237790,356328,248558,222151,166463,174755,142538,137445
JM,2021,123588,249200,372788,249574,227397,147037,143273,130232,119455,117620,236941,354561,243738,225665,166918,172160,147937,141471
JM,2022,122437,248351,370788,245878,230450,150671,139309,133033,122913,116522,236098,352620,239114,228735,168070,168973,152856,145940
JM,2023,121113,247378,368491,242656,232484,155142,135225,135220,126691,115260,235209,350469,234856,231005,169906,165487,157134,150918
JM,2024,119645,246289,365934,239929,233254,160189,131486,136721,130813,113861,234233,348094,231118,232043,172397,162074,160599,156492
JM,2025,118059,245080,363139,237702,232628,165575,128455,137486,135283,112350,233130,345480,228003,231575,175486,159022,163133,162699
JM,2026,116360,243735,360095,236047,230499,171198,126252,137523,140103,110731,231868,342599,225616,229455,179125,156458,164700,169546
JM,2027,114555,242215,356770,234966,227024,176956,124883,136859,145208,109012,230416,339428,223940,225853,183195,154411,165330,176948
JM,2028,112679,240475,353154,234282,222672,182591,124442,135505,150460,107225,228736,335961,222799,221211,187470,152952,165074,184746
JM,2029,110776,238463,349239,233744,218094,187809,124994,133491,155660,105411,226795,332206,221919,216162,191666,152128,164018,192719
